Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos_x,Velocidad (Mbps),Accesos_y
buenos aires,trenque lauquen,trenque lauquen,ADSL,6826050,2.369 ,,
buenos aires,trenque lauquen,trenque lauquen,CABLEMODEM,6826050,2 ,,
buenos aires,trenque lauquen,trenque lauquen,DIAL UP,6826050,61 ,,
buenos aires,trenque lauquen,trenque lauquen,FIBRA OPTICA,6826050,13.790 ,,
buenos aires,trenque lauquen,trenque lauquen,SATELITAL,6826050,1 ,,
buenos aires,trenque lauquen,trenque lauquen,WIRELESS,6826050,1.241 ,,
buenos aires,trenque lauquen,trongé,WIRELESS,6826060,2 ,,
buenos aires,tres arroyos,claromecó,ADSL,6833020,228 ,,
buenos aires,tres arroyos,claromecó,FIBRA OPTICA,6833020,786 ,,
buenos aires,tres arroyos,claromecó,WIRELESS,6833020,1.167 ,,
buenos aires,tres arroyos,copetonas,FIBRA OPTICA,6833030,1 ,,
buenos aires,tres arroyos,copetonas,WIRELESS,6833030,89 ,,
buenos aires,tres arroyos,lin calel,WIRELESS,6833040,11 ,,
buenos aires,tres arroyos,micaela cascallares  (est. cascallares),FIBRA OPTICA,6833050,1 ,,
buenos aires,tres arroyos,micaela cascallares  (est. cascallares),WIRELESS,6833050,176 ,,
buenos aires,tres arroyos,orense,DIAL UP,6833060,1 ,,
buenos aires,tres arroyos,orense,FIBRA OPTICA,6833060,246 ,,
buenos aires,tres arroyos,orense,Otros,6833060,407 ,,
buenos aires,tres arroyos,orense,WIRELESS,6833060,146 ,,
buenos aires,tres arroyos,reta,WIRELESS,6833070,224 ,,
buenos aires,tres arroyos,san francisco de bellocq,WIRELESS,6833080,158 ,,
buenos aires,tres arroyos,san mayol,WIRELESS,6833090,18 ,,
buenos aires,tres arroyos,tres arroyos,ADSL,6833100,1.077 ,,
buenos aires,tres arroyos,tres arroyos,CABLEMODEM,6833100,13.736 ,,
buenos aires,tres arroyos,tres arroyos,DIAL UP,6833100,57 ,,
buenos aires,tres arroyos,tres arroyos,FIBRA OPTICA,6833100,1.663 ,,
buenos aires,tres arroyos,tres arroyos,Otros,6833100,54 ,,
buenos aires,tres arroyos,tres arroyos,SATELITAL,6833100,1 ,,
buenos aires,tres arroyos,tres arroyos,WIRELESS,6833100,1.341 ,,
buenos aires,tres de febrero,11 de septiembre,ADSL,6840010,6 ,,
buenos aires,tres de febrero,11 de septiembre,CABLEMODEM,6840010,1.288 ,,
buenos aires,tres de febrero,11 de septiembre,FIBRA OPTICA,6840010,4 ,,
buenos aires,tres de febrero,11 de septiembre,Otros,6840010,1 ,,
buenos aires,tres de febrero,caseros,ADSL,6840010,956 ,,
buenos aires,tres de febrero,caseros,CABLEMODEM,6840010,25.183 ,,
buenos aires,tres de febrero,caseros,DIAL UP,6840010,2 ,,
buenos aires,tres de febrero,caseros,FIBRA OPTICA,6840010,9.583 ,,
buenos aires,tres de febrero,caseros,Otros,6840010,26 ,,
buenos aires,tres de febrero,caseros,SATELITAL,6840010,1 ,,
buenos aires,tres de febrero,caseros,WIRELESS,6840010,2 ,,
buenos aires,tres de febrero,churruca,ADSL,6840010,3 ,,
buenos aires,tres de febrero,churruca,CABLEMODEM,6840010,937 ,,
buenos aires,tres de febrero,churruca,FIBRA OPTICA,6840010,1.630 ,,
buenos aires,tres de febrero,ciudad jardín lomas del palomar,ADSL,6840010,170 ,,
buenos aires,tres de febrero,ciudad jardín lomas del palomar,CABLEMODEM,6840010,5.589 ,,
buenos aires,tres de febrero,ciudad jardín lomas del palomar,FIBRA OPTICA,6840010,988 ,,
buenos aires,tres de febrero,ciudad jardín lomas del palomar,Otros,6840010,2 ,,
buenos aires,tres de febrero,ciudadela,ADSL,6840010,125 ,,
buenos aires,tres de febrero,ciudadela,CABLEMODEM,6840010,11.638 ,,
buenos aires,tres de febrero,ciudadela,DIAL UP,6840010,66 ,,
buenos aires,tres de febrero,ciudadela,FIBRA OPTICA,6840010,16.064 ,,
buenos aires,tres de febrero,ciudadela,Otros,6840010,53 ,,
buenos aires,tres de febrero,ciudadela,SATELITAL,6840010,3 ,,
buenos aires,tres de febrero,ciudadela,WIRELESS,6840010,4 ,,
buenos aires,tres de febrero,el libertador,ADSL,6840010,48 ,,
buenos aires,tres de febrero,el libertador,CABLEMODEM,6840010,3.023 ,,
buenos aires,tres de febrero,el libertador,FIBRA OPTICA,6840010,2 ,,
buenos aires,tres de febrero,jose ingenieros,ADSL,6840010,11 ,,
buenos aires,tres de febrero,jose ingenieros,CABLEMODEM,6840010,2.027 ,,
buenos aires,tres de febrero,jose ingenieros,FIBRA OPTICA,6840010,597 ,,
buenos aires,tres de febrero,jose ingenieros,Otros,6840010,3 ,,
buenos aires,tres de febrero,jose ingenieros,WIRELESS,6840010,5 ,,
buenos aires,tres de febrero,loma hermosa,ADSL,6840010,286 ,,
buenos aires,tres de febrero,loma hermosa,CABLEMODEM,6840010,6.074 ,,
buenos aires,tres de febrero,loma hermosa,FIBRA OPTICA,6840010,63 ,,
buenos aires,tres de febrero,loma hermosa,Otros,6840010,18 ,,
buenos aires,tres de febrero,martín coronado,ADSL,6840010,32 ,,
buenos aires,tres de febrero,martín coronado,CABLEMODEM,6840010,5.339 ,,
buenos aires,tres de febrero,martín coronado,DIAL UP,6840010,1 ,,
buenos aires,tres de febrero,martín coronado,FIBRA OPTICA,6840010,2.929 ,,
buenos aires,tres de febrero,martín coronado,Otros,6840010,6 ,,
buenos aires,tres de febrero,pablo podestá,ADSL,6840010,1.231 ,,
buenos aires,tres de febrero,pablo podestá,CABLEMODEM,6840010,3.616 ,,
buenos aires,tres de febrero,pablo podestá,FIBRA OPTICA,6840010,9 ,,
buenos aires,tres de febrero,pablo podestá,Otros,6840010,12 ,,
buenos aires,tres de febrero,pablo podestá,WIRELESS,6840010,438 ,,
buenos aires,tres de febrero,remedios de escalada,ADSL,6840010,30 ,,
buenos aires,tres de febrero,remedios de escalada,CABLEMODEM,6840010,3.099 ,,
buenos aires,tres de febrero,remedios de escalada,FIBRA OPTICA,6840010,9.456 ,,
buenos aires,tres de febrero,remedios de escalada,Otros,6840010,16 ,,
buenos aires,tres de febrero,saenz peña,ADSL,6840010,71 ,,
buenos aires,tres de febrero,saenz peña,CABLEMODEM,6840010,5.794 ,,
buenos aires,tres de febrero,saenz peña,FIBRA OPTICA,6840010,983 ,,
buenos aires,tres de febrero,saenz peña,SATELITAL,6840010,1 ,,
buenos aires,tres de febrero,saenz peña,WIRELESS,6840010,1 ,,
buenos aires,tres de febrero,santos lugares,ADSL,6840010,73 ,,
buenos aires,tres de febrero,santos lugares,CABLEMODEM,6840010,6.982 ,,
buenos aires,tres de febrero,santos lugares,FIBRA OPTICA,6840010,1.436 ,,
buenos aires,tres de febrero,santos lugares,Otros,6840010,8 ,,
buenos aires,tres de febrero,santos lugares,WIRELESS,6840010,1 ,,
buenos aires,tres de febrero,villa bosch (est. juan maria bosch),ADSL,6840010,33 ,,
buenos aires,tres de febrero,villa bosch (est. juan maria bosch),CABLEMODEM,6840010,7.693 ,,
buenos aires,tres de febrero,villa bosch (est. juan maria bosch),FIBRA OPTICA,6840010,6.591 ,,
buenos aires,tres de febrero,villa bosch (est. juan maria bosch),Otros,6840010,3 ,,
buenos aires,tres de febrero,villa raffo,ADSL,6840010,39 ,,
buenos aires,tres de febrero,villa raffo,CABLEMODEM,6840010,2.090 ,,
buenos aires,tres de febrero,villa raffo,FIBRA OPTICA,6840010,764 ,,
buenos aires,tres de febrero,villa raffo,Otros,6840010,3 ,,
buenos aires,tres lomas,tres lomas,ADSL,6847020,62 ,,
buenos aires,tres lomas,tres lomas,CABLEMODEM,6847020,814 ,,
buenos aires,tres lomas,tres lomas,DIAL UP,6847020,1 ,,
buenos aires,tres lomas,tres lomas,FIBRA OPTICA,6847020,446 ,,
buenos aires,tres lomas,tres lomas,Otros,6847020,319 ,,
buenos aires,tres lomas,tres lomas,WIRELESS,6847020,133 ,,
buenos aires,vicente lópez,carapachay,ADSL,6861010,167 ,,
buenos aires,vicente lópez,carapachay,CABLEMODEM,6861010,4.700 ,,
buenos aires,vicente lópez,carapachay,DIAL UP,6861010,1 ,,
buenos aires,vicente lópez,carapachay,FIBRA OPTICA,6861010,3.240 ,,
buenos aires,vicente lópez,carapachay,Otros,6861010,2 ,,
buenos aires,vicente lópez,florida,ADSL,6861010,307 ,,
buenos aires,vicente lópez,florida,CABLEMODEM,6861010,11.716 ,,
buenos aires,vicente lópez,florida,DIAL UP,6861010,2 ,,
buenos aires,vicente lópez,florida,FIBRA OPTICA,6861010,10.548 ,,
buenos aires,vicente lópez,florida,Otros,6861010,6 ,,
buenos aires,vicente lópez,florida,WIRELESS,6861010,2 ,,
buenos aires,vicente lópez,florida oeste,ADSL,6861010,135 ,,
buenos aires,vicente lópez,florida oeste,CABLEMODEM,6861010,5.575 ,,
buenos aires,vicente lópez,florida oeste,FIBRA OPTICA,6861010,3.769 ,,
buenos aires,vicente lópez,florida oeste,Otros,6861010,5 ,,
buenos aires,vicente lópez,florida oeste,SATELITAL,6861010,1 ,,
buenos aires,vicente lópez,florida oeste,WIRELESS,6861010,245 ,,
buenos aires,vicente lópez,la lucila,ADSL,6861010,70 ,,
buenos aires,vicente lópez,la lucila,CABLEMODEM,6861010,3.386 ,,
buenos aires,vicente lópez,la lucila,DIAL UP,6861010,1 ,,
buenos aires,vicente lópez,la lucila,FIBRA OPTICA,6861010,2.260 ,,
buenos aires,vicente lópez,la lucila,Otros,6861010,1 ,,
buenos aires,vicente lópez,munro,ADSL,6861010,157 ,,
buenos aires,vicente lópez,munro,CABLEMODEM,6861010,8.334 ,,
buenos aires,vicente lópez,munro,DIAL UP,6861010,8 ,,
buenos aires,vicente lópez,munro,FIBRA OPTICA,6861010,7.648 ,,
buenos aires,vicente lópez,munro,Otros,6861010,10 ,,
buenos aires,vicente lópez,munro,SATELITAL,6861010,1 ,,
buenos aires,vicente lópez,munro,WIRELESS,6861010,1 ,,
buenos aires,vicente lópez,olivos,ADSL,6861010,528 ,,
buenos aires,vicente lópez,olivos,CABLEMODEM,6861010,18.949 ,,
buenos aires,vicente lópez,olivos,DIAL UP,6861010,4 ,,
buenos aires,vicente lópez,olivos,FIBRA OPTICA,6861010,16.306 ,,
buenos aires,vicente lópez,olivos,Otros,6861010,10 ,,
buenos aires,vicente lópez,olivos,SATELITAL,6861010,1 ,,
buenos aires,vicente lópez,vicente lópez,ADSL,6861010,127 ,,
buenos aires,vicente lópez,vicente lópez,CABLEMODEM,6861010,8.292 ,,
buenos aires,vicente lópez,vicente lópez,DIAL UP,6861010,3 ,,
buenos aires,vicente lópez,vicente lópez,FIBRA OPTICA,6861010,5.601 ,,
buenos aires,vicente lópez,vicente lópez,Otros,6861010,17 ,,
buenos aires,vicente lópez,vicente lópez,WIRELESS,6861010,1 ,,
buenos aires,vicente lópez,villa adelina,CABLEMODEM,6861010,529 ,,
buenos aires,vicente lópez,villa adelina,FIBRA OPTICA,6861010,1.429 ,,
buenos aires,vicente lópez,villa martelli,ADSL,6861010,240 ,,
buenos aires,vicente lópez,villa martelli,CABLEMODEM,6861010,5.538 ,,
buenos aires,vicente lópez,villa martelli,DIAL UP,6861010,1 ,,
buenos aires,vicente lópez,villa martelli,FIBRA OPTICA,6861010,5.904 ,,
buenos aires,vicente lópez,villa martelli,Otros,6861010,3 ,,
buenos aires,vicente lópez,villa martelli,WIRELESS,6861010,375 ,,
buenos aires,villa gesell,villa gesell,ADSL,6868020,4.684 ,,
buenos aires,villa gesell,villa gesell,FIBRA OPTICA,6868020,6.899 ,,
buenos aires,villa gesell,villa gesell,Otros,6868020,20 ,,
buenos aires,villarino,argerich,WIRELESS,6875010,31 ,,
buenos aires,villarino,country los medanos,WIRELESS,6875025,267 ,,
buenos aires,villarino,juan cousté  (est. algarrobo),DIAL UP,6875040,1 ,,
buenos aires,villarino,juan cousté  (est. algarrobo),WIRELESS,6875040,82 ,,
buenos aires,villarino,mayor buratovich,FIBRA OPTICA,6875050,630 ,,
buenos aires,villarino,médanos,ADSL,6875060,461 ,,
buenos aires,villarino,médanos,CABLEMODEM,6875060,551 ,,
buenos aires,villarino,médanos,DIAL UP,6875060,1 ,,
buenos aires,villarino,médanos,WIRELESS,6875060,103 ,,
buenos aires,villarino,pedro luro,ADSL,6875070,379 ,,
buenos aires,villarino,pedro luro,CABLEMODEM,6875070,582 ,,
buenos aires,villarino,pedro luro,FIBRA OPTICA,6875070,1.666 ,,
buenos aires,villarino,pedro luro,Otros,6875070,1 ,,
buenos aires,villarino,pedro luro,WIRELESS,6875070,550 ,,
buenos aires,villarino,teniente origone,WIRELESS,6875080,16 ,,
buenos aires,zárate,escalada,WIRELESS,6882030,75 ,,
buenos aires,zárate,lima,ADSL,6882040,1 ,,
buenos aires,zárate,lima,FIBRA OPTICA,6882040,1 ,,
buenos aires,zárate,lima,WIRELESS,6882040,903 ,,
buenos aires,zárate,zárate,ADSL,6882050,533 ,,
buenos aires,zárate,zárate,CABLEMODEM,6882050,27.242 ,,
buenos aires,zárate,zárate,FIBRA OPTICA,6882050,1.242 ,,
buenos aires,zárate,zárate,Otros,6882050,700 ,,
buenos aires,zárate,zárate,SATELITAL,6882050,5 ,,
buenos aires,zárate,zárate,WIRELESS,6882050,1.451 ,,
caba,ciudad autónoma de buenos aires,ciudad autónoma de buenos aires,ADSL,2000010,54.102 ,,
caba,ciudad autónoma de buenos aires,ciudad autónoma de buenos aires,CABLEMODEM,2000010,1.144.781 ,,
caba,ciudad autónoma de buenos aires,ciudad autónoma de buenos aires,DIAL UP,2000010,2.050 ,,
caba,ciudad autónoma de buenos aires,ciudad autónoma de buenos aires,FIBRA OPTICA,2000010,230.402 ,,
caba,ciudad autónoma de buenos aires,ciudad autónoma de buenos aires,OTROS,2000010,27.704 ,,
caba,ciudad autónoma de buenos aires,ciudad autónoma de buenos aires,SATELITAL,2000010,67 ,,
caba,ciudad autónoma de buenos aires,ciudad autónoma de buenos aires,WIRELESS,2000010,4.493 ,,
catamarca,ambato,el bolsón,SATELITAL,10007030,1 ,,
catamarca,ambato,el rodeo,SATELITAL,10007040,1 ,,
catamarca,ambato,el rodeo,WIRELESS,10007040,152 ,,
catamarca,ambato,la puerta,SATELITAL,10007060,5 ,,
catamarca,ambato,las chacritas,SATELITAL,10007070,1 ,,
catamarca,ambato,los talas,WIRELESS,10007100,66 ,,
catamarca,ambato,los varela,SATELITAL,10007110,1 ,,
catamarca,ancasti,ancasti,SATELITAL,10014010,1 ,,
catamarca,andalgalá,aconquija,SATELITAL,10021010,1 ,,
catamarca,andalgalá,andalgalá,ADSL,10021020,579 ,,
catamarca,andalgalá,andalgalá,FIBRA OPTICA,10021020,144 ,,
catamarca,andalgalá,andalgalá,Otros,10021020,1 ,,
catamarca,andalgalá,andalgalá,SATELITAL,10021020,2 ,,
catamarca,andalgalá,andalgalá,WIRELESS,10021020,203 ,,
catamarca,andalgalá,chaquiago,FIBRA OPTICA,10021030,9 ,,
catamarca,andalgalá,chaquiago,SATELITAL,10021030,1 ,,
catamarca,andalgalá,chaquiago,WIRELESS,10021030,14 ,,
catamarca,andalgalá,el alamito,WIRELESS,10021050,20 ,,
catamarca,andalgalá,el potrero,FIBRA OPTICA,10021070,13 ,,
catamarca,andalgalá,la aguada,FIBRA OPTICA,10021080,11 ,,
catamarca,andalgalá,la aguada,WIRELESS,10021080,5 ,,
catamarca,andalgalá,la mesada,FIBRA OPTICA,10021010,1 ,,
catamarca,antofagasta de la sierra,antofagasta de la sierra,SATELITAL,10028010,4 ,,
catamarca,belén,belén,SATELITAL,10035020,5 ,,
catamarca,belén,belén,WIRELESS,10035020,30 ,,
catamarca,belén,el durazno,SATELITAL,10035050,1 ,,
catamarca,belén,hualfín,SATELITAL,10035070,1 ,,
catamarca,belén,las juntas,WIRELESS,10035100,5 ,,
catamarca,belén,londres,SATELITAL,10035110,1 ,,
catamarca,belén,londres,WIRELESS,10035110,20 ,,
catamarca,capayán,capayán,SATELITAL,10042030,1 ,,
catamarca,capayán,chumbicha,ADSL,10042040,78 ,,
catamarca,capayán,chumbicha,FIBRA OPTICA,10042040,5 ,,
catamarca,capayán,chumbicha,SATELITAL,10042040,1 ,,
catamarca,capayán,chumbicha,WIRELESS,10042040,474 ,,
catamarca,capayán,colonia del valle,SATELITAL,10042050,1 ,,
catamarca,capayán,colonia nueva coneta,FIBRA OPTICA,10042060,10 ,,
catamarca,capayán,colonia nueva coneta,SATELITAL,10042060,1 ,,
catamarca,capayán,colonia nueva coneta,WIRELESS,10042060,9 ,,
catamarca,capayán,coneta,FIBRA OPTICA,10042080,10 ,,
catamarca,capayán,coneta,SATELITAL,10042080,1 ,,
catamarca,capayán,huillapima,FIBRA OPTICA,10042100,5 ,,
catamarca,capayán,huillapima,SATELITAL,10042100,1 ,,
catamarca,capayán,huillapima,WIRELESS,10042100,9 ,,
catamarca,capayán,los angeles,WIRELESS,10042110,5 ,,
catamarca,capayán,miraflores,FIBRA OPTICA,10042120,7 ,,
catamarca,capayán,miraflores,SATELITAL,10042120,2 ,,
catamarca,capayán,miraflores,WIRELESS,10042120,10 ,,
catamarca,capayán,san martín,SATELITAL,10042130,7 ,,
catamarca,capital,el pantanillo,ADSL,10049020,4 ,,
catamarca,capital,el pantanillo,CABLEMODEM,10049020,6 ,,
catamarca,capital,el pantanillo,FIBRA OPTICA,10049020,34 ,,
catamarca,capital,el pantanillo,SATELITAL,10049020,2 ,,
catamarca,capital,san fernando del valle de catamarca,ADSL,10049030,2.415 ,,
catamarca,capital,san fernando del valle de catamarca,CABLEMODEM,10049030,10.257 ,,
catamarca,capital,san fernando del valle de catamarca,DIAL UP,10049030,1 ,,
catamarca,capital,san fernando del valle de catamarca,FIBRA OPTICA,10049030,49.363 ,,
catamarca,capital,san fernando del valle de catamarca,SATELITAL,10049030,1 ,,
catamarca,capital,san fernando del valle de catamarca,WIRELESS,10049030,14 ,,
catamarca,el alto,el alto,SATELITAL,10056010,1 ,,
catamarca,el alto,el alto,WIRELESS,10056010,28 ,,
catamarca,el alto,tapso,SATELITAL,10056050,1 ,,
catamarca,fray mamerto esquiú,el hueco,FIBRA OPTICA,10063050,26 ,,
catamarca,fray mamerto esquiú,la carrera,SATELITAL,10063050,1 ,,
catamarca,fray mamerto esquiú,la falda de san antonio,WIRELESS,10063050,5 ,,
catamarca,fray mamerto esquiú,la tercena,WIRELESS,10063050,5 ,,
catamarca,fray mamerto esquiú,san antonio,FIBRA OPTICA,10063050,4 ,,
catamarca,fray mamerto esquiú,villa las pirquitas,SATELITAL,10063050,1 ,,
catamarca,la paz,icaño,SATELITAL,10070070,1 ,,
catamarca,la paz,quirós,WIRELESS,10070120,27 ,,
catamarca,la paz,recreo,ADSL,10070140,38 ,,
catamarca,la paz,recreo,CABLEMODEM,10070140,40 ,,
catamarca,la paz,recreo,FIBRA OPTICA,10070140,1.860 ,,
catamarca,la paz,recreo,SATELITAL,10070140,1 ,,
catamarca,la paz,recreo,WIRELESS,10070140,5 ,,
catamarca,la paz,san antonio,WIRELESS,10070150,26 ,,
catamarca,paclín,la merced,ADSL,10077050,60 ,,
catamarca,paclín,la merced,SATELITAL,10077050,4 ,,
catamarca,paclín,la merced,WIRELESS,10077050,5 ,,
catamarca,paclín,la viña,WIRELESS,10077060,10 ,,
catamarca,paclín,las lajas,SATELITAL,10077070,1 ,,
catamarca,paclín,san antonio,SATELITAL,10077100,1 ,,
catamarca,paclín,san antonio,WIRELESS,10077100,7 ,,
catamarca,pomán,colpes,WIRELESS,10084030,16 ,,
catamarca,pomán,mutquin,SATELITAL,10084060,1 ,,
catamarca,pomán,pomán,SATELITAL,10084070,2 ,,
catamarca,pomán,san miguel,WIRELESS,10084090,7 ,,
catamarca,pomán,saujil,SATELITAL,10084100,1 ,,
catamarca,pomán,saujil,WIRELESS,10084100,169 ,,
catamarca,pomán,siján,SATELITAL,10084110,1 ,,
catamarca,santa maría,chañar punco,ADSL,10091030,34 ,,
catamarca,santa maría,chañar punco,FIBRA OPTICA,10091030,137 ,,
catamarca,santa maría,famatanca,ADSL,10091070,45 ,,
catamarca,santa maría,la loma,ADSL,10091100,75 ,,
catamarca,santa maría,la loma,FIBRA OPTICA,10091100,73 ,,
catamarca,santa maría,la loma,SATELITAL,10091100,1 ,,
catamarca,santa maría,las mojarras,ADSL,10091110,47 ,,
catamarca,santa maría,las mojarras,FIBRA OPTICA,10091110,107 ,,
catamarca,santa maría,loro huasi,ADSL,10091120,107 ,,
catamarca,santa maría,loro huasi,FIBRA OPTICA,10091120,95 ,,
catamarca,santa maría,san josé,ADSL,10091140,126 ,,
catamarca,santa maría,san josé,FIBRA OPTICA,10091140,138 ,,
catamarca,santa maría,san josé,SATELITAL,10091140,1 ,,
catamarca,santa maría,santa maría,ADSL,10091150,925 ,,
catamarca,santa maría,santa maría,FIBRA OPTICA,10091150,823 ,,
catamarca,santa maría,santa maría,SATELITAL,10091150,1 ,,
catamarca,santa maría,santa maría,WIRELESS,10091150,5 ,,
catamarca,santa rosa,alijilán,SATELITAL,10098010,2 ,,
catamarca,santa rosa,bañado de ovanta,SATELITAL,10098020,1 ,,
catamarca,santa rosa,lavalle,SATELITAL,10098040,1 ,,
catamarca,santa rosa,los altos,SATELITAL,10098050,1 ,,
catamarca,santa rosa,los altos,WIRELESS,10098050,6 ,,
catamarca,tinogasta,fiambalá,FIBRA OPTICA,10105110,8 ,,
catamarca,tinogasta,fiambalá,SATELITAL,10105110,2 ,,
catamarca,tinogasta,fiambalá,WIRELESS,10105110,7 ,,
catamarca,tinogasta,tinogasta,ADSL,10105180,418 ,,
catamarca,tinogasta,tinogasta,FIBRA OPTICA,10105180,1.828 ,,
catamarca,tinogasta,tinogasta,SATELITAL,10105180,2 ,,
catamarca,valle viejo,el bañado,FIBRA OPTICA,10112030,7 ,,
catamarca,valle viejo,el portezuelo,SATELITAL,10112010,6 ,,
catamarca,valle viejo,polcos,FIBRA OPTICA,10112030,213 ,,
catamarca,valle viejo,pozo del mistol,FIBRA OPTICA,10112030,18 ,,
catamarca,valle viejo,san isidro,FIBRA OPTICA,10112040,2.543 ,,
catamarca,valle viejo,san isidro,WIRELESS,10112040,5 ,,
catamarca,valle viejo,santa rosa,FIBRA OPTICA,10112030,759 ,,
catamarca,valle viejo,santa rosa,WIRELESS,10112030,5 ,,
catamarca,valle viejo,sumalao,FIBRA OPTICA,10112030,1 ,,
catamarca,valle viejo,sumalao,WIRELESS,10112030,5 ,,
catamarca,valle viejo,villa dolores,FIBRA OPTICA,10112030,103 ,,
catamarca,valle viejo,villa dolores,WIRELESS,10112030,5 ,,
chaco,12 de octubre,gancedo,FIBRA OPTICA,22036010,26 ,,
chaco,12 de octubre,gancedo,SATELITAL,22036010,2 ,,
chaco,12 de octubre,gancedo,WIRELESS,22036010,119 ,,
chaco,12 de octubre,general capdevila,FIBRA OPTICA,22036020,35 ,,
chaco,12 de octubre,general pinedo,ADSL,22036030,113 ,,
chaco,12 de octubre,general pinedo,FIBRA OPTICA,22036030,632 ,,
chaco,12 de octubre,general pinedo,SATELITAL,22036030,2 ,,
chaco,12 de octubre,general pinedo,WIRELESS,22036030,1 ,,
chaco,12 de octubre,mesón de fierro,WIRELESS,22036040,21 ,,
chaco,1º de mayo,colonia benítez,ADSL,22126020,106 ,,
chaco,1º de mayo,colonia benítez,FIBRA OPTICA,22126020,11 ,,
chaco,1º de mayo,colonia benítez,SATELITAL,22126020,1 ,,
chaco,1º de mayo,colonia benítez,WIRELESS,22126020,2 ,,
chaco,1º de mayo,margarita belén,ADSL,22126030,191 ,,
chaco,1º de mayo,margarita belén,FIBRA OPTICA,22126030,325 ,,
chaco,1º de mayo,margarita belén,WIRELESS,22126030,77 ,,
chaco,2 de abril,hermoso campo,CABLEMODEM,22039010,28 ,,
chaco,2 de abril,hermoso campo,FIBRA OPTICA,22039010,244 ,,
chaco,2 de abril,hermoso campo,SATELITAL,22039010,1 ,,
chaco,2 de abril,itín,FIBRA OPTICA,22039020,52 ,,
chaco,2 de abril,itín,Otros,22039020,478 ,,
chaco,25 de mayo,colonia aborigen,WIRELESS,22168010,59 ,,
chaco,25 de mayo,machagai,ADSL,22168020,192 ,,
chaco,25 de mayo,machagai,CABLEMODEM,22168020,432 ,,
chaco,25 de mayo,machagai,FIBRA OPTICA,22168020,685 ,,
chaco,25 de mayo,machagai,WIRELESS,22168020,226 ,,
chaco,9 de julio,las breñas,ADSL,22105010,682 ,,
chaco,9 de julio,las breñas,FIBRA OPTICA,22105010,233 ,,
chaco,9 de julio,las breñas,SATELITAL,22105010,1 ,,
chaco,almirante brown,concepción del bermejo,FIBRA OPTICA,22007010,44 ,,
chaco,almirante brown,concepción del bermejo,SATELITAL,22007010,2 ,,
chaco,almirante brown,concepción del bermejo,WIRELESS,22007010,230 ,,
chaco,almirante brown,los frentones,FIBRA OPTICA,22007020,344 ,,
chaco,almirante brown,los frentones,SATELITAL,22007020,1 ,,
chaco,almirante brown,pampa del infierno,FIBRA OPTICA,22007030,1.375 ,,
chaco,almirante brown,pampa del infierno,SATELITAL,22007030,5 ,,
chaco,almirante brown,pampa del infierno,WIRELESS,22007030,190 ,,
chaco,almirante brown,taco pozo,FIBRA OPTICA,22007050,416 ,,
chaco,almirante brown,taco pozo,SATELITAL,22007050,3 ,,
chaco,bermejo,general vedia,ADSL,22014010,89 ,,
chaco,bermejo,general vedia,FIBRA OPTICA,22014010,30 ,,
chaco,bermejo,general vedia,SATELITAL,22014010,1 ,,
chaco,bermejo,general vedia,WIRELESS,22014010,130 ,,
chaco,bermejo,isla del cerrito,SATELITAL,22014020,1 ,,
chaco,bermejo,la leonesa,ADSL,22014030,354 ,,
chaco,bermejo,la leonesa,WIRELESS,22014030,228 ,,
chaco,bermejo,las palmas,FIBRA OPTICA,22014040,46 ,,
chaco,bermejo,las palmas,SATELITAL,22014040,1 ,,
chaco,bermejo,las palmas,WIRELESS,22014040,261 ,,
chaco,bermejo,puerto bermejo nuevo,FIBRA OPTICA,22014050,14 ,,
chaco,bermejo,puerto bermejo nuevo,WIRELESS,22014050,51 ,,
chaco,bermejo,puerto eva perón,FIBRA OPTICA,22014070,15 ,,
chaco,bermejo,puerto eva perón,SATELITAL,22014070,1 ,,
chaco,bermejo,puerto eva perón,WIRELESS,22014070,41 ,,
chaco,chacabuco,charata,ADSL,22028010,824 ,,
chaco,chacabuco,charata,FIBRA OPTICA,22028010,3.765 ,,
chaco,chacabuco,charata,SATELITAL,22028010,2 ,,
chaco,chacabuco,charata,WIRELESS,22028010,230 ,,
chaco,comandante fernández,presidencia roque sáenz peña,ADSL,22021010,1.369 ,,
chaco,comandante fernández,presidencia roque sáenz peña,CABLEMODEM,22021010,13 ,,
chaco,comandante fernández,presidencia roque sáenz peña,FIBRA OPTICA,22021010,7.967 ,,
chaco,comandante fernández,presidencia roque sáenz peña,Otros,22021010,24 ,,
chaco,comandante fernández,presidencia roque sáenz peña,SATELITAL,22021010,2 ,,
chaco,comandante fernández,presidencia roque sáenz peña,WIRELESS,22021010,116 ,,
chaco,fray justo santa maría de oro,chorotis,Otros,22043010,25 ,,
chaco,fray justo santa maría de oro,otros,Otros,Sin Datos,60 ,,
chaco,fray justo santa maría de oro,santa sylvina,CABLEMODEM,22043020,32 ,,
chaco,fray justo santa maría de oro,santa sylvina,Otros,22043020,950 ,,
chaco,fray justo santa maría de oro,santa sylvina,SATELITAL,22043020,1 ,,
chaco,general belgrano,corzuela,ADSL,22049010,68 ,,
chaco,general belgrano,corzuela,FIBRA OPTICA,22049010,183 ,,
chaco,general belgrano,corzuela,SATELITAL,22049010,1 ,,
chaco,general belgrano,corzuela,WIRELESS,22049010,28 ,,
chaco,general donovan,la escondida,ADSL,22056010,32 ,,
